Player,EVENTS PLAYED,PGA TOUR WINS,INTERNATIONAL WINS,CUTS MADE,RUNNER UP,THIRD PLACE FINISHES,TOP 5 FINISHES,TOP 10 FINISHES,YEAR JOINED TOUR,OFFICIAL MONEY,ALL WINS,FEDEXCUP CHAMPION
Mac McLendon,326,4,0,240/326,3,3,17,43,-,"$541,908",,
Fred McLeod,86,4,0,72/86,9,4,27,44,-,$165,,
John McMullen,98,1,0,85/98,2,2,7,12,-,"$30,157",,
Tom McNamara,30,1,0,30/30,1,3,12,19,-,$0,,
Frank McNamara,9,1,0,9/9,0,0,1,2,-,$0,,
Maverick McNealy,154,1,0,110/154,3,3,9,23,2020,"$17,000,851",,
George McNeill,320,2,0,176/320,7,1,13,21,2007,"$12,258,263",,
Artie McNickle,168,0,0,105/168,2,1,5,9,-,"$154,576",,
Mark McNulty,111,0,0,68/111,0,0,5,7,-,"$657,737",,
Matt McQuillan,32,0,1,9/32,0,1,1,3,2011,"$603,785",,
Spike McRoy,234,1,0,87/234,0,1,3,8,-,"$2,412,577",,
Rocco Mediate,646,6,1,413/646,10,6,32,64,1986,"$16,824,617",,
Harold McSpaden,215,17,0,212/215,30,21,95,138,-,"$101,451",,
Scott Medlin,28,0,0,6/28,0,0,0,0,-,"$27,077",,
Prom Meesawat,4,0,6,2/4,0,0,0,1,-,"$189,000",,
Bill Mehlhorn,198,19,0,196/198,17,22,84,126,-,"$22,338",,
Steve Melnyk,335,0,0,210/335,4,1,13,29,-,"$477,784",,
Mac Meissner,40,0,0,24/40,0,0,2,3,-,"$1,784,418",,
Kyle Mendoza,5,0,0,1/5,0,0,0,0,-,"$15,900",,
Al Mengert,136,0,0,108/136,0,1,1,9,-,"$65,977",,
Bob Menne,188,1,0,94/188,2,1,4,8,-,"$164,263",,
Hans Merrell,61,0,0,36/61,0,0,0,0,-,$388,,
John Merrick,296,1,0,175/296,2,2,6,15,2007,"$9,156,550",,
Troy Merritt,350,2,0,183/350,4,4,13,26,2010,"$15,093,868",,
Eddie Merrins,82,0,0,52/82,0,0,2,2,-,"$7,400",,
Sonny Methvin,35,0,0,26/35,0,0,0,0,-,"$2,762",,
Dennis Meyer,58,0,0,33/58,0,0,1,2,-,"$27,032",,
Dick Metz,278,8,0,272/278,17,13,72,135,-,"$61,155",,
Chico Miartuz,43,0,0,30/43,0,1,1,1,-,"$3,918",,
Phil Mickelson,667,45,4,537/667,38,28,138,198,-,"$96,685,635",,
Shaun Micheel,403,1,1,206/403,1,1,11,20,1994,"$9,139,260",,
Guido Migliozzi,14,0,7,8/14,0,0,1,1,-,"$1,059,021",,
Cary Middlecoff,346,39,0,311/346,25,17,103,146,1947,"$294,818",,
Danny Mijovic,27,0,0,3/27,0,0,0,0,-,"$4,420",,
Leandro Mihaich,1,0,0,0/1,0,0,0,0,-,$0,,
Lee Mikles,29,0,0,17/29,0,0,0,1,-,"$16,730",,
Ron Milanovich,27,0,0,5/27,0,0,0,0,-,"$4,412",,
Eldridge Miles,28,0,0,12/28,0,0,0,1,-,"$4,933",,
Mike Miles,59,0,0,12/59,0,0,0,1,-,"$37,967",,
Allen Miller,397,1,0,255/397,1,2,8,18,-,"$426,883",,
Andy Miller,31,0,0,15/31,0,0,0,0,-,"$153,364",,
Johnny Miller,412,25,6,332/412,16,10,60,105,1969,"$2,747,484",,
Zack Miller,43,0,0,17/43,0,0,0,1,-,"$564,453",,
Lindy Miller,160,0,0,85/160,1,0,3,6,-,"$178,680",,
Jon Mills,70,0,2,24/70,0,0,0,0,2006,"$576,811",,
Abe Mitchell,10,2,0,8/10,1,0,6,6,-,$0,,
Jim Milward,69,0,0,59/69,0,1,2,5,-,"$5,770",,
Bobby Mitchell,407,2,0,236/407,5,3,18,34,-,"$421,938",,
Gene Mitchell,31,0,0,17/31,0,0,0,0,-,"$1,210",,
Jeff Mitchell,212,1,0,112/212,0,4,9,12,-,"$322,320",,
Keith Mitchell,199,1,0,135/199,2,4,13,28,2018,"$16,108,696",,
Mike Mitchell,50,0,0,21/50,0,0,0,1,-,"$7,880",,
William Mitchell,5,1,0,5/5,1,0,2,2,-,$0,,
Kelly Mitchum,26,0,0,5/26,0,0,0,0,-,"$59,553",,
Katsumasa Miyamoto,27,0,0,10/27,0,0,0,0,-,"$154,402",,
Hirofumi Miyase,34,0,0,7/34,0,0,0,1,-,"$179,246",,
Yusaku Miyazato,26,0,4,12/26,0,0,0,0,-,"$238,442",,
Larry Mize,617,4,0,411/617,11,9,39,86,-,"$7,947,092",,
Yoshinori Mizumaki,52,0,0,29/52,1,0,1,2,-,"$250,028",,
Kris Moe,26,0,0,5/26,0,0,0,0,-,"$4,854",,
Brian Mogg,70,0,0,16/70,1,0,1,1,-,"$46,630",,
Ed Moehling,42,0,0,18/42,0,0,0,0,-,"$6,678",,
Bryce Molder,285,1,0,157/285,1,2,8,29,2002,"$11,142,502",,
Florentino Molina,64,0,0,37/64,0,0,2,3,-,"$51,895",,
Edoardo Molinari,39,0,9,26/39,1,0,1,2,-,"$1,439,835",,
Francesco Molinari,220,3,5,151/220,2,3,11,28,2014,"$18,502,404",,
Lloyd Monroe,32,0,0,14/32,1,0,1,2,-,"$97,365",,
Colin Montgomerie,142,0,42,102/142,6,4,13,24,-,"$4,817,908",,
Taylor Montgomery,66,0,0,41/66,0,1,2,5,2023,"$4,593,448",,
Jack Montgomery,149,0,0,110/149,2,0,6,10,-,"$105,155",,
Ray Montgomery,28,0,0,13/28,0,0,0,0,-,$195,,
Eric Monti,140,3,0,131/140,0,1,9,28,-,"$43,933",,
Griff Moody,38,0,0,14/38,0,0,0,0,-,"$28,368",,
Orville Moody,304,1,0,193/304,5,4,14,24,-,"$389,846",,
Jace Moore,1,,0,0/1,0,0,0,0,,$0,0,
Frank Moore,74,2,0,65/74,1,0,8,17,-,"$6,561",,
Jonathan Moore,6,0,0,1/6,0,0,0,0,-,"$12,265",,
Patrick Moore,26,0,0,4/26,0,0,0,0,2002,"$34,859",,
Ryan Moore,453,5,0,298/453,9,5,33,74,2005,"$34,442,506",,
Tommy Moore,85,0,0,27/85,0,0,1,3,-,"$147,916",,
Taylor Moore,100,1,0,69/100,1,0,7,12,2022,"$10,584,906",,
"Joe Moore, Jr.",65,0,0,50/65,0,0,1,4,-,"$4,479",,
Paul Moran,157,0,0,101/157,1,0,3,5,-,"$62,619",,
Joe Moresco,49,0,0,27/49,0,0,0,0,-,"$1,562",,
Dale Morey,38,0,0,24/38,0,0,0,3,-,"$1,536",,
Gil Morgan,544,7,3,413/544,21,21,69,119,-,"$5,259,164",,
John Morgan,122,,0,118/122,1,1,7,11,,"$1,376,974",0,
John Morgan,57,0,0,17/57,1,0,3,4,-,"$930,979",,
Alan Morin,27,0,0,3/27,0,0,0,0,-,"$31,655",,
Collin Morikawa,128,6,1,109/128,11,2,29,44,-,"$40,799,171",,
Mike Morley,288,1,0,213/288,5,6,19,29,-,"$526,403",,
Fred Morrison,52,3,0,49/52,1,3,9,17,-,"$6,504",,
David Morland IV,125,0,1,47/125,0,0,1,3,-,"$840,347",,
Tommy Morrison,1,0,0,1/1,0,0,0,0,-,$0,,
John Morse,174,1,0,79/174,1,1,5,8,-,"$1,311,273",,
Tommy Morrow,31,0,0,21/31,0,0,0,0,-,"$2,229",,
Perry Moss,74,0,0,36/74,0,1,1,1,-,"$407,286",,
Stan Mosel,55,0,0,34/55,0,0,0,2,-,"$3,238",,
William Mouw,12,0,0,6/12,0,0,0,1,2025,"$388,158",,
Charles Mothersele,13,1,0,13/13,0,0,1,5,-,$0,,
Jerry Mowlds,42,0,0,25/42,0,0,0,1,-,"$7,614",,
Larry Mowry,185,0,0,139/185,1,0,5,12,-,"$89,032",,
Jodie Mudd,332,4,0,202/332,6,2,16,32,-,"$2,806,955",,
Jesse Mueller,16,0,0,3/16,0,0,0,0,-,"$58,332",,
Michael Muehr,72,0,0,29/72,0,0,0,2,-,"$548,070",,
Trey Mullinax,152,1,0,78/152,1,0,5,9,2017,"$6,533,357",,
Moon Mullins,79,0,0,52/79,0,0,0,2,-,"$6,890",,
Garth Mulroy,46,0,3,19/46,0,0,0,1,2010,"$623,304",,
Rod Munday,68,0,0,62/68,1,0,5,13,-,"$4,409",,
Sebastián Muñoz,135,1,2,85/135,0,5,8,16,2017,"$9,218,767",,
Brett Munson,11,,0,7/11,0,0,0,0,,"$67,070",0,
Bill Murchison,77,0,0,27/77,0,0,0,0,-,"$74,809",,
Bob Murphy,562,5,2,410/562,14,11,51,99,-,"$1,642,330",,
Grayson Murray,141,2,0,66/141,0,1,3,10,2017,"$6,277,049",,
Sean Murphy,213,0,0,88/213,0,0,1,3,1990,"$898,386",,
Toshinori Muto,7,0,0,3/7,0,0,0,0,-,"$28,035",,
Reggie Myles,30,0,0,23/30,0,0,1,3,-,"$1,165",,
Kevin Na,458,5,1,315/458,11,9,44,79,-,"$37,819,638",,
Larry Nabholtz,42,1,0,38/42,3,1,6,12,-,"$1,820",,
Kel Nagle,145,2,0,124/145,3,1,7,18,-,"$134,979",,
Keita Nakajima,14,0,5,5/14,0,0,0,0,-,"$258,303",,
Tommy Nakajima,93,0,0,65/93,0,1,2,9,-,"$564,144",,
Bill Nary,270,0,0,251/270,2,4,14,36,-,"$46,016",,
Rasmus Neergaard-Petersen,2,0,3,2/2,1,0,1,1,-,"$517,200",,
Ted Neist,41,0,0,35/41,0,0,0,1,-,"$1,875",,
Jim Nelford,298,0,0,162/298,2,2,4,12,-,"$485,111",,
Byron Nelson,287,52,1,276/287,33,32,152,206,1932,"$190,256",,
Irwin Nelson,4,1,0,4/4,1,0,2,2,-,$0,,
Larry Nelson,536,10,9,363/536,11,9,53,92,1973,"$3,827,401",,
Wallie Nelson,12,1,0,10/12,0,0,1,3,-,$0,,
Harry Nettelbladt,41,0,0,36/41,0,0,1,4,-,"$3,681",,
Matt NeSmith,150,0,0,81/150,2,1,5,11,2020,"$6,776,445",,
Dwight Nevil,244,0,0,161/244,2,3,10,19,-,"$199,935",,
Ernest Newnham,3,2,0,3/3,0,0,2,2,-,$35,,
Dave Newquist,54,0,0,31/54,0,0,1,3,-,"$30,014",,
Jack Newton,101,1,0,62/101,2,0,4,7,-,"$191,898",,
Bobby Nichols,578,12,0,437/578,11,5,49,91,-,"$993,025",,
Gil Nichols,26,5,0,24/26,0,1,10,13,-,$0,,
Gary Nicklaus,123,0,0,33/123,1,0,1,1,-,"$688,144",,
Jack Nicklaus,584,73,20,495/584,58,34,209,286,1962,"$5,734,031",,
Ron Nicol,29,0,0,17/29,0,0,0,0,-,$826,,
Chris Nido,9,0,0,3/9,0,0,0,0,-,"$44,428",,
Mike Nicolette,227,1,0,111/227,3,1,6,10,-,"$448,037",,
Lonnie Nielsen,142,0,0,76/142,0,0,1,2,1978,"$119,416",,
Joaquin Niemann,125,2,2,97/125,3,2,13,22,-,"$15,367,882",,
Tom Nieporte,278,3,0,217/278,3,2,16,29,-,"$94,555",,
James Nitties,57,0,0,30/57,0,1,2,3,-,"$1,456,566",,
Frank Nobilo,172,1,6,108/172,1,0,4,12,-,"$2,875,836",,
Keith Nolan,48,0,0,9/48,0,0,0,0,-,"$63,209",,
S.Y. Noh,243,1,2,147/243,0,1,4,13,2012,"$8,086,211",,
Jim Noonan,23,1,0,18/23,0,0,1,2,-,$954,,
Alex Noren,183,0,11,134/183,3,5,13,25,2018,"$16,164,441",,
Augie Nordone,47,2,0,44/47,1,2,5,9,-,$984,,
Niklas Norgaard,10,0,3,5/10,0,0,0,0,2025,"$282,473",,
Henrik Norlander,195,0,0,113/195,3,0,7,10,2013,"$7,180,803",,
Greg Norman,330,20,57,274/330,31,11,91,129,1983,"$14,484,458",,
Tim Norris,253,1,0,139/253,1,1,5,10,-,"$545,531",,
Moe Norman,32,0,0,25/32,0,0,1,1,-,"$7,139",,
Andy North,507,3,5,315/507,7,4,24,50,-,"$1,365,530",,
Vincent Norrman,55,1,1,30/55,0,0,1,3,2023,"$1,989,335",,
Bryan Norton,31,0,0,10/31,0,0,0,1,-,"$50,569",,
Andrew Novak,99,0,0,59/99,2,2,4,10,2022,"$8,499,227",,
Vern Novak,46,0,0,25/46,0,0,0,0,-,"$6,595",,
Rod Nuckolls,94,0,0,40/94,0,0,0,0,-,"$50,267",,
Augusto Núñez,33,0,1,15/33,0,0,0,0,2023,"$389,228",,
John O'Connor,30,1,0,29/30,3,1,7,9,-,$50,,
John O'Donnell,27,0,0,22/27,0,0,0,1,-,"$1,355",,
Maurie O'Connor,26,0,0,21/26,1,3,6,9,-,"$1,570",,
Mac O'Grady,239,2,0,106/239,1,5,13,18,-,"$1,050,779",,
Sean O'Hair,436,4,0,273/436,7,4,26,46,2005,"$25,383,494",,
Peter O'Hara,31,4,0,25/31,2,0,10,14,-,$300,,
Patrick O'Hara,24,2,0,24/24,3,2,9,14,-,$25,,
Nick O'Hern,187,0,2,115/187,1,4,9,23,2005,"$7,493,768",,
Jack O'Keefe,25,0,0,16/25,0,0,0,0,-,$969,,
Jack O'Keefe,34,0,0,12/34,0,0,0,0,-,"$93,117",,
Paul O'Leary,140,0,0,128/140,0,1,3,9,-,"$17,385",,
Martin O'Loughlin,13,2,0,13/13,0,0,2,4,-,$0,,
Peter O'Malley,32,0,0,19/32,0,0,0,2,-,"$323,132",,
Arron Oberholser,134,1,3,93/134,2,0,9,19,2003,"$7,665,222",,
Mark O'Meara,674,16,8,444/674,22,18,76,119,1981,"$14,325,371",,
Koumei Oda,12,0,8,6/12,0,0,0,0,-,"$99,333",,
Alvin Odom,38,0,0,17/38,1,0,1,1,-,"$3,551",,
Bill Ogden,137,0,0,101/137,0,0,2,3,-,"$25,701",,
Willie Ogg,42,3,0,38/42,1,3,16,21,-,$0,,
Joe Ogilvie,399,1,0,216/399,3,3,9,26,1999,"$10,149,923",,
Geoff Ogilvy,411,8,2,262/411,9,5,30,57,2001,"$30,626,566",,
Brett Ogle,81,2,0,45/81,0,0,4,6,-,"$1,042,598",,
Andy Ogletree,13,0,3,4/13,0,0,0,0,-,"$76,461",,
José María Olazábal,245,6,23,163/245,5,5,22,45,2000,"$12,421,145",,
David Ogrin,507,1,0,277/507,5,2,17,32,-,"$2,848,159",,
Aki Ohmachi,73,0,0,30/73,0,0,0,3,-,"$114,264",,
Ed Oliver,328,8,0,317/328,21,15,68,134,-,"$156,042",,
Ed Oldfield Jr,33,0,0,17/33,0,0,0,1,-,"$49,653",,
Thorbjørn Olesen,83,0,9,49/83,0,1,2,9,2013,"$2,472,483",,
Dan Olsen,35,0,0,9/35,0,0,0,0,-,"$137,832",,
Doug Olson,57,0,0,27/57,0,1,2,3,-,"$16,362",,
Kaito Onishi,15,0,1,6/15,0,0,0,0,2025,"$147,037",,
Jeff Olson,1,0,0,0/1,0,0,0,0,-,$0,,
Peter Oosterhuis,343,1,0,234/343,3,3,10,27,-,"$736,692",,
Louis Oosthuizen,220,1,15,166/220,12,6,27,42,-,"$28,246,259",,
Rob Oppenheim,104,0,0,51/104,0,0,0,4,2016,"$1,887,970",,
Steve Oppermann,168,0,0,122/168,2,2,5,7,-,"$99,882",,
Wade Ormsby,7,0,3,6/7,0,0,0,0,-,"$57,953",,
Alvaro Ortiz,11,0,0,4/11,0,0,0,0,-,"$186,669",,
Carlos Ortiz,161,1,3,92/161,2,1,8,11,-,"$7,752,048",,
Adrian Otaegui,12,0,5,5/12,0,0,0,0,-,"$98,675",,
Hennie Otto,11,0,16,8/11,0,0,0,1,-,"$108,093",,
Francis Ouimet,5,1,0,5/5,0,1,2,2,-,$0,,
Jay Overton,42,0,0,10/42,0,0,0,1,-,"$45,122",,
Jeff Overton,302,0,0,194/302,4,3,11,32,2006,"$12,790,635",,
Greg Owen,266,0,3,143/266,4,1,8,15,2005,"$8,277,386",,
Charles Owens,46,0,0,21/46,0,0,1,3,-,"$16,515",,
Jet Ozaki,36,0,0,15/36,0,0,0,0,-,"$26,164",,
Joe Ozaki,178,0,0,119/178,1,0,2,15,-,"$2,382,228",,
Masashi Jumbo Ozaki,85,0,0,50/85,0,0,1,3,-,"$404,165",,
Roy Pace,234,0,0,163/234,1,0,4,15,-,"$165,699",,
Harold Paddock,39,0,0,25/39,0,0,0,0,-,$58,,
Don Padgett,48,0,0,26/48,0,0,0,0,-,"$17,931",,
Anthony Painter,35,0,0,14/35,0,0,0,1,-,"$252,263",,
John Pak,24,0,0,9/24,0,0,0,0,2025,"$234,678",,
Arnold Palmer,703,62,11,543/703,38,27,155,245,1955,"$1,861,857",,
Johnny Palmer,295,7,0,284/295,13,14,53,113,-,"$140,257",,
Ryan Palmer,523,4,0,326/523,11,6,44,71,2004,"$33,728,389",,
Rod Pampling,408,3,2,252/408,1,4,12,38,2002,"$16,039,993",,
C.T. Pan,207,1,0,121/207,3,4,10,17,2017,"$11,708,272",,
Bob Panasik,57,0,0,35/57,0,0,0,3,-,"$16,864",,
Bobby Pancratz,51,0,0,12/51,0,0,0,0,-,"$7,692",,
Brenden Pappas,155,0,0,74/155,1,1,4,6,-,"$2,713,230",,
Deane Pappas,122,0,0,51/122,1,0,1,2,1999,"$1,153,945",,
Sung Joon Park,31,0,2,13/31,1,0,1,1,2015,"$597,103",,
Jin Park,62,0,0,20/62,0,0,0,0,-,"$381,977",,
Bill Parker,108,0,0,76/108,0,0,0,1,-,"$8,256",,
Roger Parker,33,0,0,7/33,0,0,0,0,-,$579,,
Philip Parkin,26,0,0,11/26,0,0,0,0,-,"$26,228",,
Sam Parks,80,1,0,68/80,1,0,5,14,-,"$6,696",,
Jesper Parnevik,393,5,9,267/393,10,4,31,55,1994,"$15,321,627",,
Craig Parry,305,2,21,212/305,4,4,18,38,1992,"$8,481,456",,
Lucas Parsons,26,0,0,6/26,0,0,0,0,-,"$15,707",,
Alan Pate,48,0,0,13/48,0,0,1,1,-,"$21,676",,
Steve Pate,553,6,0,362/553,7,8,34,67,-,"$8,039,988",,
Jerry Pate,361,8,0,213/361,15,6,39,70,-,"$1,634,246",,
Billy Patton,25,0,0,15/25,0,1,1,5,-,$0,,
Jack Patroni,41,0,0,35/41,0,1,4,13,-,"$3,545",,
Jeremy Paul,10,0,1,6/10,1,0,1,1,2025,"$482,580",,
Yannik Paul,9,0,1,6/9,0,0,0,0,-,"$301,476",,
Guy Paulsen,26,1,0,21/26,0,0,2,4,-,$552,,
Carl Paulson,215,0,0,104/215,1,1,5,9,-,"$2,680,044",,
Dennis Paulson,234,1,0,124/234,3,2,10,18,-,"$4,983,871",,
Corey Pavin,660,15,12,471/660,17,9,56,107,1984,"$16,021,370",,
Matthieu Pavon,38,1,1,26/38,0,1,3,4,2024,"$5,754,828",,
Bob Payne,203,0,0,131/203,0,0,4,9,-,"$120,938",,
George Payton,27,0,0,26/27,1,0,3,13,-,"$9,226",,
Eddie Pearce,195,0,0,99/195,4,0,7,12,-,"$239,683",,
Mahal Pearce,18,,0,10/18,0,1,1,1,,"$64,508",0,
Rick Pearson,100,0,0,38/100,0,0,0,1,-,"$129,659",,
Mike Peck,98,0,0,32/98,0,0,0,1,-,"$39,789",,
Wayne Peddy,27,0,0,13/27,0,0,0,0,-,"$4,582",,
Bob Peebles,23,1,0,19/23,0,0,1,7,-,$50,,
Dave Peege,50,0,0,16/50,0,0,0,0,-,"$57,071",,
Calvin Peete,367,12,0,247/367,5,7,42,73,1976,"$2,302,363",,
Bill Pelham,43,0,0,14/43,0,0,0,0,-,"$10,769",,
Taylor Pendrith,98,1,0,68/98,1,1,7,17,2022,"$11,117,048",,
Sam Penecale,31,0,0,20/31,0,0,0,0,-,"$1,771",,
Toney Penna,242,4,0,229/242,6,8,37,83,-,"$40,465",,
David Peoples,559,2,0,309/559,3,4,19,29,-,"$5,736,812",,
Eddie Pepperell,17,0,3,12/17,0,1,1,2,-,"$1,424,039",,
Cameron Percy,220,0,0,124/220,1,0,2,12,2010,"$5,494,566",,
Raul Pereda,25,0,1,4/25,0,0,0,0,2024,"$65,557",,
Mito Pereira,42,0,0,27/42,0,2,4,6,2021,"$3,958,058",,
John Perelli,40,0,0,39/40,1,2,6,11,-,"$2,690",,
Pat Perez,515,3,0,335/515,6,5,27,64,-,"$28,830,160",,
Victor Perez,61,0,6,38/61,0,2,4,6,-,"$3,552,688",,
Phil Perkins,34,1,0,32/34,2,0,4,11,-,"$1,629",,
Craig Perks,202,1,0,68/202,1,0,5,7,-,"$3,362,251",,
Tom Pernice Jr.,588,2,0,317/588,4,5,19,47,1986,"$14,950,594",,
Chris Perry,483,1,1,318/483,7,5,25,46,-,"$6,866,671",,
Kenny Perry,651,14,1,464/651,10,12,55,104,1986,"$32,123,130",,
Rod Perry,36,0,0,4/36,0,0,0,0,-,"$51,882",,
Peter Persons,146,1,0,81/146,0,0,1,5,-,"$642,996",,
John Peterson,93,0,0,53/93,0,0,1,2,2014,"$2,199,159",,
Austin Peters,1,0,0,0/1,0,0,0,0,-,$0,,
Les Peterson,81,0,0,44/81,0,0,0,2,-,"$25,920",,
Matt Peterson,31,0,0,14/31,0,0,0,1,-,"$296,504",,
Paul Peterson,13,0,2,5/13,0,0,0,1,2025,"$422,477",,
Randy Petri,87,0,0,55/87,0,0,0,1,-,"$21,333",,
Tim Petrovic,383,1,0,205/383,5,2,14,26,2002,"$12,193,429",,
Mark Pfeil,362,1,0,189/362,1,1,5,12,-,"$573,387",,
Carl Pettersson,443,5,1,274/443,4,3,29,52,2003,"$22,688,674",,
E.J. Pfister,25,0,0,6/25,0,0,0,0,-,"$12,616",,
Chinnarat Phadungsil,2,,0,2/2,0,0,0,0,,"$14,251",0,
Chandler Phillips,43,0,0,28/43,0,1,1,2,2024,"$2,076,930",,
Frank Phillips,28,0,0,21/28,0,0,0,1,-,"$5,971",,
Tracy Phillips,1,0,0,0/1,0,0,0,0,-,$0,,
Henry Picard,201,26,0,189/201,13,14,73,124,-,"$63,161",,
Jimmy Picard,50,0,0,26/50,0,0,0,1,-,"$7,372",,
Scott Piercy,413,4,0,260/413,4,6,21,38,2009,"$23,732,928",,
Billy Pierot,86,0,0,44/86,0,0,0,0,-,"$112,441",,
Thomas Pieters,53,0,6,40/53,1,0,4,6,2017,"$3,024,506",,
Martin Piller,91,0,0,34/91,0,1,3,4,2011,"$1,762,851",,
Scott Pinckney,58,0,0,32/58,1,0,1,3,2015,"$1,591,922",,
Gary Pinns,50,0,0,16/50,0,0,0,1,-,"$30,208",,
Jerry Pittman,159,0,0,130/159,0,0,1,15,-,"$60,643",,
Gary Player,449,24,118,384/449,33,22,109,177,1957,"$1,834,482",,
Panuphol Pittayarat,2,,2,2/2,0,0,1,2,,"$82,920",0,
Patrick Pockels,1,0,0,0/1,0,0,0,0,-,$0,,
Ben Polland,9,0,1,3/9,0,0,0,0,-,"$38,037",,
Dan Pohl,434,2,0,301/434,7,8,31,70,-,"$3,112,263",,
D.A. Points,387,3,0,175/387,2,1,9,19,2005,"$11,986,279",,
Don Pooley,544,2,0,354/544,6,7,37,80,-,"$3,296,615",,
Bill Porter,30,0,0,14/30,0,0,0,0,-,"$76,145",,
Haydn Porteous,4,0,1,2/4,0,0,0,0,-,"$51,489",,
Joe Porter,197,0,0,118/197,1,1,3,9,-,"$119,792",,
Lee Porter,185,0,0,74/185,0,1,1,3,-,"$1,073,321",,
J.T. Poston,229,3,0,153/229,3,3,14,28,2017,"$20,662,934",,
Aldrich Potgieter,16,0,0,4/16,1,0,1,1,2025,"$922,541",,
Johnny Pott,408,5,0,346/408,17,8,45,87,-,"$371,396",,
"Ted Potter, Jr.",192,2,0,81/192,0,0,3,8,2012,"$6,194,109",,
Ian Poulter,321,3,12,250/321,5,9,23,52,-,"$28,209,697",,
Jimmy Powell,111,0,0,70/111,0,0,0,3,-,"$27,871",,
Seamus Power,198,2,0,126/198,0,2,9,20,2017,"$14,810,998",,
Bob Pratt,39,0,0,30/39,0,0,0,2,-,"$4,686",,
Greg Powers,330,0,0,157/330,1,3,7,14,-,"$386,086",,
Alistair Presnell,25,0,1,10/25,0,0,0,1,2013,"$216,302",,
Aron Price,71,0,0,44/71,0,0,0,4,-,"$1,534,481",,
Nick Price,482,18,31,385/482,15,17,78,137,1983,"$20,576,104",,
Phillip Price,67,0,3,38/67,1,0,1,2,-,"$911,444",,
Jerry Priddy,32,0,0,12/32,0,0,0,0,-,$812,,
Dicky Pride,478,1,0,203/478,1,1,10,21,1994,"$5,805,902",,
Bob Proben,70,0,0,23/70,0,0,0,0,-,"$50,113",,
Alex Prugh,140,0,0,66/140,1,0,4,6,2010,"$2,894,825",,
David Puig,4,0,2,2/4,0,0,0,0,-,"$131,942",,
Dillard Pruitt,227,1,0,130/227,0,1,3,11,-,"$1,184,862",,
Willy Pumarol,6,0,0,2/6,0,0,0,0,-,"$17,813",,
Ted Purdy,300,1,1,148/300,2,1,9,13,1999,"$7,431,369",,
Walter Pursey,8,2,0,8/8,2,1,5,5,-,$106,,
Paul Purtzer,51,0,0,17/51,0,0,0,0,-,"$7,141",,
Tom Purtzer,656,5,1,424/656,6,8,30,70,1975,"$4,192,268",,
Andrew Putnam,224,1,0,139/224,4,1,14,23,2015,"$15,982,717",,
Michael Putnam,134,0,0,80/134,0,0,2,2,2006,"$2,647,528",,
Julien Quesne,,,,,,,,,,,,
Smiley Quick,88,1,0,81/88,0,0,1,10,-,"$14,014",,
Brett Quigley,408,0,0,240/408,5,2,18,34,-,"$11,058,693",,
Dana Quigley,113,0,3,57/113,0,0,0,7,-,"$92,298",,
Fran Quinn,72,0,2,21/72,0,0,0,1,1992,"$219,867",,
Jeff Quinney,144,0,2,75/144,2,2,7,12,-,"$5,185,395",,
Sammy Rachels,136,0,0,68/136,2,1,4,11,-,"$226,796",,
Alvaro Quiros,41,0,8,26/41,0,0,0,2,-,"$845,548",,
Dave Ragan,316,3,0,273/316,8,4,29,54,-,"$172,256",,
Jon Rahm,155,11,8,139/155,10,10,47,74,2016,"$52,391,684",,
Aaron Rai,102,1,5,75/102,1,1,7,12,2022,"$10,424,132",,
Adam Rainaud,4,0,0,0/4,0,0,0,0,-,$0,,
Tom Raklets,20,1,0,17/20,0,0,1,3,-,$75,,
Richie Ramsay,22,0,6,8/22,0,0,0,0,-,"$206,688",,
Chad Ramey,107,1,0,55/107,1,0,4,5,2022,"$4,561,401",,
Ross Randall,130,0,0,73/130,0,0,0,1,-,"$40,875",,
Jonathan Randolph,78,0,0,39/78,0,1,1,2,2015,"$1,323,292",,
Gustavo Rangel,1,0,0,0/1,0,0,0,0,-,$0,,
Sam Randolph,171,1,0,86/171,0,1,3,5,-,"$574,876",,
Henry Ransom,239,4,0,219/239,1,8,31,65,-,"$78,476",,
Joey Rassett,134,0,0,56/134,0,0,0,0,-,"$179,662",,
Rob Rashell,26,0,0,6/26,0,0,0,0,-,"$84,391",,
Charles Raulerson,93,0,0,46/93,0,0,0,2,-,"$570,905",,
Ted Ray,3,1,0,3/3,1,0,2,2,-,$0,,
Lee Raymond,46,0,0,33/46,0,0,0,0,-,"$3,486",,
Mike Reasor,202,0,0,119/202,1,0,5,10,-,"$101,338",,
Chez Reavie,429,3,0,258/429,3,3,16,32,2008,"$22,054,735",,
Doc Redman,122,0,0,64/122,2,3,6,8,2020,"$4,976,254",,
Buster Reed,32,0,0,28/32,0,0,0,1,-,"$2,623",,
Patrick Reed,275,9,1,220/275,7,1,26,58,-,"$40,018,103",,
Don Reese,115,0,0,35/115,0,0,1,1,-,"$131,234",,
Victor Regalado,384,2,0,240/384,5,2,16,29,-,"$628,557",,
Seth Reeves,52,0,0,20/52,0,0,0,2,2019,"$686,162",,
Dean Refram,271,1,0,176/271,0,1,7,11,-,"$101,441",,
Clyde Rego,30,0,0,8/30,0,0,0,0,-,"$18,751",,
Wilfrid Reid,55,0,0,47/55,0,3,5,18,-,$0,,
